msgid,msgstr
Successful,Úspešný
Successfully Reconciled,Úspešne zmierené
Successfully Set Supplier,Úspešne nastavený dodávateľ
"Successfully changed Stock UOM, please redefine conversion factors for new UOM.","Úspešne zmenená skladová merná jednotka, prosím, znovu definujte konverzné faktory pre novú mernú jednotku."
Successfully imported {0},Úspešne importované {0}
"Successfully imported {0} record out of {1}. Click on Export Errored Rows, fix the errors and import again.","Úspešne importovaný {0} záznam z {1}. Kliknite na Export chybných riadkov, opravte chyby a znova ich importujte."
Successfully imported {0} record.,Úspešne importovaný záznam {0}.
"Successfully imported {0} records out of {1}. Click on Export Errored Rows, fix the errors and import again.","Úspešne bolo importovaných {0} záznamov z {1}. Kliknite na Exportovať chybné riadky, opravte chyby a znovu ich importujte."
Successfully imported {0} records.,Úspešne importovaných {0} záznamov.
Successfully linked to Customer,Úspešne prepojené so zákazníkom
Successfully linked to Supplier,Úspešne prepojené s dodávateľom
Successfully merged {0} out of {1}.,Úspešne zlučených {0} z {1}.
Successfully updated {0},Úspešne aktualizované {0}
"Successfully updated {0} record out of {1}. Click on Export Errored Rows, fix the errors and import again.","Úspešne aktualizovaný {0} záznam z {1}. Kliknite na Exportovať riadky s chybami, opravte chyby a znova importujte."
Successfully updated {0} record.,Úspešne aktualizovaný záznam {0}.
"Successfully updated {0} records out of {1}. Click on Export Errored Rows, fix the errors and import again.","Úspešne aktualizovaných {0} záznamov z {1}. Kliknite na Export chybových riadkov, opravte chyby a opätovne importujte."
Successfully updated {0} records.,Úspešne aktualizované {0} záznamy.
Suggestions,Návrhy
Sum of Repair Cost and Value of Consumed Stock Items.,Súčet nákladov na opravu a hodnoty spotrebovaných zásob.
Summary,Zhrnutie
Summary for this month and pending activities,Zhrnutie pre tento mesiac a nevybavené aktivity
Summary for this week and pending activities,Zhrnutie pre tento týždeň a nevybavené aktivity
Sunday,Nedeľa
Supplied Item,Dodávaná položka
Supplied Items,Dodané položky
Supplied Qty,Dodané množstvo
Supplier,Dodávateľ
Supplier Address,Adresa dodávateľa
Supplier Address Details,Podrobnosti o adrese dodávateľa
Supplier Addresses And Contacts,Adresy a kontakty dodávateľov
Supplier Contact,Dodávateľský kontakt
Supplier Delivery Note,Dodací list dodávateľa
Supplier Details,Podrobnosti dodávateľa
Supplier Group,Skupina dodávateľov
Supplier Group Item,Položka skupiny dodávateľov
Supplier Group Name,Názov skupiny dodávateľov
Supplier Info,Informácie o dodávateľovi
Supplier Invoice,Faktúra dodávateľa
Supplier Invoice Date,Dátum faktúry dodávateľa
Supplier Invoice Date cannot be greater than Posting Date,Dátum faktúry dodávateľa nemôže byť neskorší ako dátum zaúčtovania
Supplier Invoice No,Číslo faktúry dodávateľa
Supplier Invoice No exists in Purchase Invoice {0},Číslo faktúry dodávateľa už existuje v nákupnej faktúre {0}
Supplier Item,Položka dodávateľa
Supplier Items,Dodávateľské položky
Supplier Lead Time (days),Dodacia lehota dodávateľa (dni)
Supplier Ledger Summary,Súhrn hlavnej knihy dodávateľa
Supplier Name,Názov dodávateľa
Supplier Naming By,Pomenovanie dodávateľa podľa
Supplier Part No,Číslo dielu dodávateľa
Supplier Part Number,Číslo súčiastky dodávateľa
Supplier Portal Users,Používatelia portálu dodávateľa
Supplier Primary Address,Primárna adresa dodávateľa
Supplier Primary Contact,Hlavný kontakt dodávateľa
Supplier Quotation,Nákupná ponuka dodávateľa
Supplier Quotation Comparison,Porovnanie ponúk dodávateľov
Supplier Quotation Item,Položka ponuky dodávateľa
Supplier Quotation {0} Created,Dopyt dodávateľa {0} vytvorený
Supplier Score,Skóre dodávateľa
Supplier Scorecard,Karta hodnotenia dodávateľa
Supplier Scorecard Criteria,Kritériá hodnotenia dodávateľov
Supplier Scorecard Period,Obdobie hodnotenia dodávateľa
Supplier Scorecard Scoring Criteria,Kritériá hodnotenia dodávateľskej skóre karty
Supplier Scorecard Scoring Standing,Stav hodnotenia dodávateľskej tabuľky skóre
Supplier Scorecard Scoring Variable,Premenná hodnotenia dodávateľskej karty
Supplier Scorecard Setup,Nastavenie hodnotiacej karty dodávateľa
Supplier Scorecard Standing,Postavenie hodnotiacej karty dodávateľa
Supplier Scorecard Variable,Premenná hodnotenia dodávateľa
Supplier Type,Typ dodávateľa
Supplier Warehouse,Sklad dodávateľa
Supplier Warehouse mandatory for sub-contracted {0},Povinný sklad dodávateľa pre subdodávku {0}
Supplier delivers to Customer,Dodávateľ doručuje zákazníkovi
Supplier of Goods or Services.,Dodávateľ tovaru alebo služieb.
Supplier {0} not found in {1},Dodávateľ {0} sa nenašiel v {1}
Supplier(s),Dodávateľ(ia)
Supplier-Wise Sales Analytics,Analýza predaja podľa dodávateľa
Suppliers,Dodávatelia
Supplies subject to the reverse charge provision,Zásoby podliehajúce ustanoveniu o prenose daňovej povinnosti
Supply Raw Materials for Purchase,Dodať suroviny na nákup
Support,Podpora
Support Hour Distribution,Rozdelenie hodín podpory
Support Portal,Portál podpory
Support Search Source,Podpora vyhľadávacieho zdroja
Support Settings,Nastavenia podpory
Support Team,Tím podpory
Support Tickets,Podporné lístky
Suspended,Pozastavený
Switch Between Payment Modes,Prepnúť medzi spôsobmi platby
Sync Now,Synchronizovať teraz
Sync Started,Synchronizácia spustená
Synchronize all accounts every hour,Synchronizovať všetky účty každú hodinu
System Manager,Systémový manažér
System Settings,Nastavenia systému
"System User (login) ID. If set, it will become default for all HR forms.","ID používateľa systému (prihlásenie). Ak je nastavený, stane sa predvoleným pre všetky formuláre HR."
System will automatically create the serial numbers / batch for the Finished Good on submission of work order,Systém automaticky vytvorí sériové čísla / dávku pre hotový výrobok pri odoslaní výrobnej objednávky.
System will fetch all the entries if limit value is zero.,"Systém načíta všetky záznamy, ak je hodnota limitu nula."
System will not check over billing since amount for Item {0} in {1} is zero,"Systém neoverí nadmernú fakturáciu, pretože čiastka pre položku {0} v {1} je nula"
System will notify to increase or decrease quantity or amount,Systém upozorní na zvýšenie alebo zníženie množstva alebo sumy
TCS Amount,Suma TCS
TCS Rate %,Sadzba TCS %
TDS Amount,Čiastka TDS
TDS Computation Summary,Súhrn výpočtu TDS
TDS Deducted,Zrazená TDS
TDS Payable,Splatná TDS
TDS Rate %,Sadzba TDS %
Table for Item that will be shown in Web Site,"Tabuľka pre Položku, ktorá bude zobrazená na webovej stránke"
Tag,Štítok
Tag Line,Štítok
Take a quick walk-through of Accounts Settings,Prejdite si rýchlou prehliadkou nastavení účtov
Take a walk through Stock Settings,Prejdite si nastavenia zásob
Take a walk-through of Manufacturing Settings,Prejdite si nastaveniami výroby
Tally Company,Tally spoločnosť
Tally Creditors Account,Účet veriteľov Tally
Tally Debtors Account,Účty pohľadávok Tally
Tally Migration,Migrácia Tally
Tally Migration Error,Chyba migrácie Tally
Target,Cieľ
Target  Amount,Cieľová suma
Target ({}),Cieľ ({})
Target Asset,Cieľové aktívum
Target Asset Location,Cieľové umiestnenie majetku
Target Asset {0} cannot be cancelled,Cieľový majetok {0} nemožno zrušiť
Target Asset {0} cannot be submitted,Cieľové aktívum {0} nemôže byť odoslané
Target Asset {0} cannot be {1},Cieľové aktívum {0} nemôže byť {1}
Target Asset {0} does not belong to company {1},Cieľové aktívum {0} nepatrí k spoločnosti {1}
Target Asset {0} needs to be composite asset,Cieľové aktívum {0} musí byť zloženým aktívom
Target Batch No,Cieľová šarža č.
Target Detail,Detaily cieľa
Target Details,Podrobnosti o cieľoch
Target Distribution,Distribúcia cieľov
Target Exchange Rate,"""Cieľový výmenný kurz"""
Target Fieldname (Stock Ledger Entry),Cieľový názov poľa (Stock Ledger Entry)
Target Fixed Asset Account,Cieľový účet fixného majetku
Target Has Batch No,Cieľ má číslo šarže
Target Has Serial No,Cieľ má sériové číslo
Target Incoming Rate,Cieľová príjmová sadzba
Target Is Fixed Asset,Cieľ je dlhodobý majetok
Target Item Code,Cieľový kód položky
Target Item Name,Názov cieľovej položky
Target Item {0} is neither a Fixed Asset nor a Stock Item,"Cieľová položka {0} nie je ani dlhodobým majetkom, ani skladovou položkou."
Target Item {0} must be a Fixed Asset item,Cieľová položka {0} musí byť položkou Dlhodobého majetku
Target Item {0} must be a Stock Item,Cieľová položka {0} musí byť položka na sklade
Target Location,Cieľová lokalita
Target Location is required while receiving Asset {0} from an employee,Cieľová lokalita je potrebná pri prijímaní aktíva {0} od zamestnanca
Target Location is required while transferring Asset {0},Cieľové umiestnenie sa vyžaduje pri presune majetku {0}
Target Location or To Employee is required while receiving Asset {0},Cieľová lokalita alebo Zamestnanec je potrebný pri prijímaní majetku {0}
Target On,Cieľ zapnutý
Target Qty,Cieľové množstvo
Target Qty must be a positive number,Cieľové množstvo musí byť kladné číslo
Target Serial No,Cieľové sériové číslo
Target Warehouse,Cieľový sklad
Target Warehouse Address,Cieľová adresa skladu
Target Warehouse Address Link,Cieľová adresa skladu Link
Target Warehouse is mandatory for Decapitalization,Cieľový sklad je povinný pri odkapitalizácii
Target Warehouse is set for some items but the customer is not an internal customer.,"Cieľový sklad je nastavený pre niektoré položky, ale zákazník nie je interným zákazníkom."
Target warehouse is mandatory for row {0},Cieľový sklad je povinný pre riadok {0}
Targets,Ciele
Tariff Number,Číslo tarify
Task,Úloha
Task Assignee Email,Email priradeného úlohy
Task Completion,Dokončenie úlohy
Task Depends On,Úloha závisí od
Task Description,Popis úlohy
Task Name,Názov úlohy
Task Progress,Postup úlohy
Task Type,Typ úlohy
Task Weight,Váha úlohy
Task {0} depends on Task {1}. Please add Task {1} to the Tasks list.,"Úloha {0} závisí od úlohy {1}. Prosím, pridajte úlohu {1} do zoznamu úloh."
Tasks,Úlohy
Tasks Completed,Úlohy dokončené
Tasks Overdue,Úlohy po termíne
Tax,Daň
Tax Account,Účet dane
Tax Amount,Suma dane
Tax Amount After Discount Amount,Suma dane po sume zľavy
Tax Amount After Discount Amount (Company Currency),Suma dane po výške zľavy (mena spoločnosti)
Tax Amount will be rounded on a row(items) level,Daňová suma bude zaokrúhlená na úroveň riadku (položiek)
Tax Assets,Daňové aktíva
Tax Breakup,Rozpis daní
Tax Category,Daňová kategória
"Tax Category has been changed to ""Total"" because all the Items are non-stock items","Daňová kategória bola zmenená na ""Celková"", pretože všetky položky sú ne-skladové položky"
Tax ID,DIČ (daňové identifikačné číslo)
Tax Id,Daňové identifikačné číslo
Tax Id:,Daňové identifikačné číslo:
Tax Masters,Daňoví majstri
Tax Rate,Sadzba dane
Tax Rates,Sadzby daní
Tax Refunds provided to Tourists under the Tax Refunds for Tourists Scheme,Daňové vratky poskytnuté turistom v rámci schémy daňových vratiek pre turistov
Tax Rule,Daňové pravidlo
Tax Rule Conflicts with {0},Konflikty daňových pravidiel s {0}
Tax Settings,Nastavenia daní
Tax Template is mandatory.,Šablóna dane je povinná.
Tax Total,Súčet daní
Tax Type,Typ dane
Tax Withheld Vouchers,Zadržané dane z poukážok
Tax Withholding,Zrážka dane
Tax Withholding Account,Účet na zadržiavanie daní
Tax Withholding Category,Kategória zrážkovej dane
Tax Withholding Category {} against Company {} for Customer {} should have Cumulative Threshold value.,Kategória zrážkovej dane {} voči spoločnosti {} pre zákazníka {} by mala mať hodnotu kumulatívneho prahu.
Tax Withholding Details,Podrobnosti o zrážke dane
Tax Withholding Net Total,Čistý celkový zostatok dane zrážky
Tax Withholding Rate,Sadzba daňového zrazenia
Tax Withholding Rates,Sadzby zrážkovej dane
Tax detail table fetched from item master as a string and stored in this field. Used for Taxes and Charges,Daňová tabuľka načítaná z kmeňa položiek ako reťazec a uložená v tomto poli. Používa sa pre Dane a poplatky
Tax will be withheld only for amount exceeding the cumulative threshold,Daň bude zadržaná iba za sumu presahujúcu kumulatívny prah.
Taxable Amount,Zdaniteľná suma
Taxes,Dane
Taxes and Charges,Dane a poplatky
Taxes and Charges Added,Dane a poplatky pridané
Taxes and Charges Added (Company Currency),Dane a poplatky pridané (firemná mena)
Taxes and Charges Calculation,Výpočet daní a poplatkov
Taxes and Charges Deducted,Dane a poplatky odpočítané
Taxes and Charges Deducted (Company Currency),Dane a poplatky odpočítané (firemná mena)
Taxes row #{0}: {1} cannot be smaller than {2},Riadok daní č. {0}: {1} nemôže byť menší ako {2}
Team,Tím
Team Member,Člen tímu
Telephone Expenses,Telefónne výdavky
Telephony Call Type,Typ telefónneho hovoru
Template,Šablóna
Template Item,Položka šablóny
Template Item Selected,Vybratá položka šablóny
Template Name,Názov šablóny
Template Options,Možnosti šablóny
Template Task,Šablóna úlohy
Template Title,Názov šablóny
Template Warnings,Upozornenia šablóny
Temporarily on Hold,Dočasne pozastavené
Temporary,Dočasný
Temporary Accounts,Dočasné účty
Temporary Opening,Dočasné otvorenie
Temporary Opening Account,Dočasný otvorený účet
Term Details,Podrobnosti o podmienkach
Terms,Podmienky
Terms & Conditions,Podmienky a ustanovenia
Terms Template,Šablóna podmienok
Terms and Conditions,Podmienky a pravidlá
